0.0 16381.566920 10.000000
0.5 16373.756681 10.000029
1.0 16394.284846 10.000459
1.5 16367.941942 10.002324
2.0 16371.672692 10.007342
2.5 16354.192333 10.017911
3.0 16329.535565 10.037092
3.5 16334.695845 10.068580
4.0 16314.111697 10.116657
4.5 16290.057558 10.186116
5.0 16271.616260 10.282152
5.5 16238.854368 10.410226
6.0 16203.344438 10.575892
6.5 16175.301192 10.784607
7.0 16157.097957 11.041534
7.5 16112.415252 11.351351
8.0 16077.814913 11.718099
8.5 16014.155969 12.145074
9.0 15989.328750 12.634773
9.5 15961.672906 13.188901
10.0 15907.787630 13.808428
10.5 15858.413787 14.493672
11.0 15800.608730 15.244416
11.5 15732.058213 16.060022
12.0 15689.493578 16.939537
12.5 15616.798765 17.881795
13.0 15555.755034 18.885500
13.5 15505.978871 19.949283
14.0 15401.229402 21.071758
14.5 15366.546999 22.251554
15.0 15295.577845 23.487338
15.5 15214.554133 24.777831
16.0 15093.798406 26.121813
16.5 15067.420665 27.518133
17.0 14952.504181 28.965701
17.5 14930.221883 30.463492
18.0 14791.733203 32.010540
18.5 14766.403974 33.605934
19.0 14611.264636 35.248812
19.5 14541.467502 36.938360
20.0 14411.333290 38.673804
20.5 14334.855876 40.454405
21.0 14224.082685 42.279460
21.5 14133.720215 44.148291
22.0 14060.991391 46.060248
22.5 13876.562697 48.014703
23.0 13827.178196 50.011046
23.5 13696.539588 52.048684
24.0 13644.362282 54.127041
24.5 13407.296722 56.245553
25.0 13354.061104 58.403664
25.5 13263.212174 60.600833
26.0 13026.711271 62.836522
26.5 13026.308068 65.110204
27.0 12896.604771 67.421356
27.5 12583.163591 69.769459
28.0 12652.677923 72.154001
28.5 12409.596454 74.574471
29.0 12180.577425 77.030364
29.5 12104.401112 79.521174
30.0 11917.316798 82.046398
30.5 11896.655112 84.605537
31.0 11662.611149 87.198090
31.5 11420.562924 89.823559
32.0 11610.824097 92.481446
32.5 11134.365851 95.171252
33.0 11140.801159 97.892481
33.5 10933.091605 100.644637
34.0 10944.669948 103.427221
34.5 10576.706168 106.239737
35.0 10592.647792 109.081688
35.5 10492.570858 111.952577
36.0 10375.591846 114.851907
36.5 10075.155020 117.779180
37.0 10128.799910 120.733898
37.5 9709.806667 123.715565
38.0 9255.641880 126.723682
38.5 9397.070276 129.757751
39.0 8942.591672 132.817274
39.5 8979.877638 135.901754
40.0 8618.821507 139.010693
40.5 8377.526708 142.143593
41.0 8474.973489 145.299957
41.5 8428.292922 148.479287
42.0 7913.701764 151.681087
42.5 7692.894948 154.904860
43.0 7616.836633 158.150111
43.5 7235.528558 161.416345
44.0 6897.728149 164.703066
44.5 6972.676733 168.009783
45.0 6737.577497 171.336000
45.5 6557.381731 174.681228
46.0 6494.715290 178.044976
46.5 6238.710346 181.426753
47.0 5922.999345 184.826073
47.5 5967.537378 188.242447
48.0 5478.725757 191.675391
48.5 5509.914823 195.124421
49.0 5107.475992 198.589055
49.5 5013.973902 202.068813
50.0 4530.557599 205.563217
50.5 4073.089422 209.071789
51.0 3956.570907 212.594056
51.5 3744.965240 216.129545
52.0 3537.047297 219.677786
52.5 3191.137030 223.238312
53.0 3701.943366 226.810656
53.5 2606.096424 230.394358
54.0 2964.614979 233.988955
54.5 2423.003345 237.593991
55.0 2346.373047 241.209011
55.5 1707.014837 244.833562
56.0 1742.753915 248.467197
56.5 1348.418707 252.109468
57.0 345.841706 255.759933
57.5 1066.969718 259.418152
58.0 833.285871 263.083688
58.5 223.782445 266.756107
